,State,Compound,Low_Estimate,High_Estimate
5162,ND,Imidacloprid,42.6,440.6
5163,ND,Imidacloprid,,289.3
5164,ND,Imidacloprid,2189.0,2588.9
5165,ND,Imidacloprid,0.5,100.8
5166,ND,Imidacloprid,,167.8
5167,ND,Imidacloprid,79.9,87.4
5168,ND,Thiamethoxam,143.6,195.1
5169,ND,Thiamethoxam,,88.3
5170,ND,Thiamethoxam,3.4,2.7
5171,ND,Thiamethoxam,,68.2
5172,ND,Thiamethoxam,,0.1
5173,ND,Thiamethoxam,,0.1
5174,ND,Thiamethoxam,10.2,23.2
5175,ND,Thiamethoxam,216.2,283.3
5176,ND,Thiamethoxam,1.3,20.1
5177,ND,Thiamethoxam,15.0,158.0
5178,ND,Thiamethoxam,,5.4
5179,ND,Thiamethoxam,12.1,9.6
5180,ND,Thiamethoxam,,16.3
5181,ND,Thiamethoxam,12.1,58.2
5182,ND,Thiamethoxam,,31.7
5183,ND,Thiamethoxam,,0.0
5184,ND,Thiamethoxam,14.0,44.1
5185,ND,Thiamethoxam,,0.5
5186,ND,Thiamethoxam,,16.4
5187,ND,Thiamethoxam,,0.1
5188,ND,Thiamethoxam,,132.2
5189,ND,Thiamethoxam,20.7,262.4
5190,ND,Thiamethoxam,,79.0
5191,ND,Thiamethoxam,0.0,57.4
5192,ND,Thiamethoxam,9.7,100.9
5193,ND,Thiamethoxam,17.2,14.2
5194,ND,Thiamethoxam,30.5,64.3
5195,ND,Thiamethoxam,8.4,7.2
5196,ND,Thiamethoxam,0.2,3.4
5197,ND,Thiamethoxam,,7.3
5198,ND,Thiamethoxam,,21.1
5199,ND,Thiamethoxam,6.2,10.2
5200,ND,Thiamethoxam,25.6,48.9
5201,ND,Thiamethoxam,,57.4
5202,ND,Thiamethoxam,0.9,22.6
5203,ND,Thiamethoxam,14.1,125.4
5204,ND,Thiamethoxam,,32.9
5205,ND,Thiamethoxam,33.8,290.2
5206,ND,Thiamethoxam,0.5,25.8
5207,ND,Thiamethoxam,16.6,159.1
5208,ND,Thiamethoxam,,12.7
5209,ND,Thiamethoxam,,0.3
5210,ND,Thiamethoxam,0.1,1.2
5211,ND,Thiamethoxam,,24.1
5212,ND,Thiamethoxam,,88.8
5213,ND,Thiamethoxam,0.8,18.1
5214,ND,Thiamethoxam,369.9,398.8
5215,ND,Thiamethoxam,43.5,60.9
5216,ND,Thiamethoxam,0.2,63.9
5217,ND,Thiamethoxam,,33.7
5218,ND,Thiamethoxam,35.0,35.0
5219,OH,Acetamiprid,,0.1
5220,OH,Acetamiprid,0.4,0.4
5221,OH,Acetamiprid,2.3,3.4
5222,OH,Acetamiprid,15.1,15.7
5223,OH,Acetamiprid,0.2,0.2
5224,OH,Acetamiprid,,0.4
5225,OH,Acetamiprid,1.0,1.0
5226,OH,Acetamiprid,,0.4
5227,OH,Acetamiprid,,0.5
5228,OH,Acetamiprid,1.1,1.1
5229,OH,Acetamiprid,,1.8
5230,OH,Acetamiprid,,0.8
5231,OH,Acetamiprid,,0.8
5232,OH,Acetamiprid,,0.3
5233,OH,Acetamiprid,12.9,13.6
5234,OH,Acetamiprid,0.6,0.6
5235,OH,Acetamiprid,0.8,1.0
5236,OH,Acetamiprid,0.0,0.2
5237,OH,Acetamiprid,,1.2
5238,OH,Acetamiprid,0.6,0.6
5239,OH,Acetamiprid,,0.5
5240,OH,Acetamiprid,14.2,14.8
5241,OH,Acetamiprid,,5.2
5242,OH,Acetamiprid,,1.3
5243,OH,Acetamiprid,,1.0
5244,OH,Acetamiprid,2.6,2.6
5245,OH,Acetamiprid,,0.2
5246,OH,Acetamiprid,8.6,9.1
5247,OH,Acetamiprid,,0.9
5248,OH,Acetamiprid,0.9,0.9
5249,OH,Acetamiprid,,0.7
5250,OH,Acetamiprid,0.8,0.8
5251,OH,Acetamiprid,,0.5
5252,OH,Acetamiprid,0.7,0.7
5253,OH,Acetamiprid,1.1,1.1
5254,OH,Acetamiprid,,0.7
5255,OH,Acetamiprid,0.9,0.9
5256,OH,Acetamiprid,4.9,4.9
5257,OH,Acetamiprid,1.3,5.6
5258,OH,Acetamiprid,,1.5
5259,OH,Acetamiprid,0.4,0.4
5260,OH,Acetamiprid,,5.1
5261,OH,Acetamiprid,4.9,5.3
5262,OH,Acetamiprid,,0.2
5263,OH,Acetamiprid,,10.7
5264,OH,Acetamiprid,,0.4
5265,OH,Acetamiprid,14.5,17.0
5266,OH,Acetamiprid,0.7,0.7
5267,OH,Acetamiprid,,0.7
5268,OH,Acetamiprid,10.1,14.7
5269,OH,Acetamiprid,,0.5
5270,OH,Acetamiprid,9.9,11.7
5271,OH,Acetamiprid,0.4,0.4
5272,OH,Acetamiprid,,0.5
5273,OH,Acetamiprid,,0.1
5274,OH,Acetamiprid,0.1,0.1
5275,OH,Acetamiprid,,1.3
5276,OH,Acetamiprid,1.0,1.0
5277,OH,Acetamiprid,,1.5
5278,OH,Acetamiprid,2.2,2.2
5279,OH,Acetamiprid,0.3,0.3
5280,OH,Acetamiprid,6.2,7.4
5281,OH,Acetamiprid,0.6,0.6
5282,OH,Acetamiprid,0.3,0.3
5283,OH,Acetamiprid,,1.0
5284,OH,Acetamiprid,,0.0
5285,OH,Acetamiprid,7.7,10.1
5286,OH,Acetamiprid,,1.1
5287,OH,Acetamiprid,0.7,0.7
5288,OH,Acetamiprid,6.0,7.0
5289,OH,Acetamiprid,,0.3
5290,OH,Acetamiprid,9.7,17.8
5291,OH,Acetamiprid,,2.3
5292,OH,Acetamiprid,0.9,2.1
5293,OH,Acetamiprid,,0.4
5294,OH,Acetamiprid,11.9,14.0
5295,OH,Acetamiprid,4.6,6.9
5296,OH,Acetamiprid,3.7,4.3
5297,OH,Acetamiprid,2.5,2.5
5298,OH,Acetamiprid,,1.6
5299,OH,Acetamiprid,0.9,0.9
5300,OH,Acetamiprid,0.0,0.0
5301,OH,Acetamiprid,,1.8
5302,OH,Acetamiprid,0.6,0.6
5303,OH,Acetamiprid,17.7,21.4
5304,OH,Acetamiprid,0.5,0.5
5305,OH,Acetamiprid,1.0,1.0
5306,OH,Acetamiprid,0.0,0.9
5307,OH,Clothianidin,,3.0
5308,OH,Clothianidin,,1.9
5309,OH,Clothianidin,,0.0
5310,OH,Clothianidin,,1.7
5311,OH,Clothianidin,,0.8
5312,OH,Clothianidin,,1.7
5313,OH,Clothianidin,,2.0
5314,OH,Clothianidin,,1.5
5315,OH,Clothianidin,,2.1
5316,OH,Clothianidin,,0.9
5317,OH,Clothianidin,,0.7
5318,OH,Clothianidin,,3.1
5319,OH,Imidacloprid,4.2,98.3
5320,OH,Imidacloprid,0.2,46.6
5321,OH,Imidacloprid,0.9,42.2
5322,OH,Imidacloprid,6.6,27.5
5323,OH,Imidacloprid,34.2,34.3
5324,OH,Imidacloprid,93.5,93.5
5325,OH,Imidacloprid,0.8,1.2
5326,OH,Imidacloprid,5.1,298.2
5327,OH,Imidacloprid,19.7,20.1
5328,OH,Imidacloprid,0.3,50.4
5329,OH,Imidacloprid,96.2,96.4
5330,OH,Imidacloprid,68.0,68.1
5331,OH,Imidacloprid,22.3,22.9
5332,OH,Imidacloprid,55.6,56.3
5333,OH,Imidacloprid,2.3,19.7
5334,OH,Imidacloprid,0.3,112.9
5335,OH,Imidacloprid,0.1,97.9
5336,OH,Imidacloprid,0.4,0.3
5337,OH,Imidacloprid,150.7,150.8
5338,OH,Imidacloprid,,44.1
5339,OH,Imidacloprid,0.0,68.5
5340,OH,Imidacloprid,1.8,37.1
5341,OH,Imidacloprid,0.5,66.0
5342,OH,Imidacloprid,2.5,113.3
5343,OH,Imidacloprid,0.8,26.8
5344,OH,Imidacloprid,11.9,56.8
5345,OH,Imidacloprid,2.0,17.0
5346,OH,Imidacloprid,2.4,5.1
5347,OH,Imidacloprid,36.7,37.4
5348,OH,Imidacloprid,41.9,42.2
5349,OH,Imidacloprid,2.2,2.6
5350,OH,Imidacloprid,0.2,70.1
5351,OH,Imidacloprid,122.7,122.7
5352,OH,Imidacloprid,0.2,20.3
5353,OH,Imidacloprid,12.8,66.7
5354,OH,Imidacloprid,1.6,345.1
5355,OH,Imidacloprid,42.3,42.6
5356,OH,Imidacloprid,2.4,92.0
5357,OH,Imidacloprid,3.9,106.7
5358,OH,Imidacloprid,0.7,17.0
5359,OH,Imidacloprid,0.1,1.3
5360,OH,Imidacloprid,0.2,53.8
5361,OH,Imidacloprid,1.3,1.6
5362,OH,Imidacloprid,1.1,5.5
5363,OH,Imidacloprid,0.2,71.9
5364,OH,Imidacloprid,93.6,93.7
5365,OH,Imidacloprid,1.8,57.9
5366,OH,Imidacloprid,4.0,19.3
5367,OH,Imidacloprid,2.9,125.8
5368,OH,Imidacloprid,3.3,14.4
5369,OH,Imidacloprid,0.0,109.6
5370,OH,Imidacloprid,3.0,26.4
5371,OH,Imidacloprid,34.0,34.1
5372,OH,Imidacloprid,107.8,107.9
5373,OH,Imidacloprid,84.8,84.9
5374,OH,Imidacloprid,0.8,0.8
5375,OH,Imidacloprid,22.9,23.7
5376,OH,Imidacloprid,9.7,10.0
5377,OH,Imidacloprid,0.3,68.7
5378,OH,Imidacloprid,181.7,182.4
5379,OH,Imidacloprid,0.4,0.5
5380,OH,Imidacloprid,0.6,58.7
5381,OH,Imidacloprid,,56.9
5382,OH,Imidacloprid,187.6,187.7
5383,OH,Imidacloprid,0.1,112.7
5384,OH,Imidacloprid,1.9,49.2
5385,OH,Imidacloprid,3.4,19.0
5386,OH,Imidacloprid,45.4,46.0
5387,OH,Imidacloprid,0.2,65.7
5388,OH,Imidacloprid,1.1,45.0
5389,OH,Imidacloprid,0.2,63.8
5390,OH,Imidacloprid,4.7,95.7
5391,OH,Imidacloprid,1.4,49.7
5392,OH,Imidacloprid,4.4,132.5
5393,OH,Imidacloprid,94.3,94.4
5394,OH,Imidacloprid,3.0,23.5
5395,OH,Imidacloprid,1.6,3.0
5396,OH,Imidacloprid,1.0,20.7
5397,OH,Imidacloprid,0.8,88.3
5398,OH,Imidacloprid,0.0,107.8
5399,OH,Imidacloprid,12.8,75.9
5400,OH,Imidacloprid,25.9,25.9
5401,OH,Imidacloprid,22.5,24.7
5402,OH,Imidacloprid,80.8,81.0
5403,OH,Imidacloprid,14.1,44.1
5404,OH,Imidacloprid,9.2,51.7
5405,OH,Imidacloprid,0.4,79.9
5406,OH,Imidacloprid,3.1,104.8
5407,OH,Thiacloprid,,0.1
5408,OH,Thiacloprid,,2.8
5409,OH,Thiacloprid,12.2,12.2
5410,OH,Thiacloprid,1.2,1.2
5411,OH,Thiacloprid,1.4,1.4
5412,OH,Thiacloprid,7.9,7.9
5413,OH,Thiacloprid,0.7,0.7
5414,OH,Thiacloprid,,0.8
5415,OH,Thiacloprid,0.0,0.0
5416,OH,Thiacloprid,,0.2
5417,OH,Thiacloprid,,18.0
5418,OH,Thiacloprid,,0.9
5419,OH,Thiacloprid,6.8,6.8
5420,OH,Thiacloprid,,0.3
5421,OH,Thiacloprid,0.9,0.9
5422,OH,Thiacloprid,,0.4
5423,OH,Thiacloprid,6.2,6.2
5424,OH,Thiacloprid,,1.4
5425,OH,Thiacloprid,0.4,0.4
5426,OH,Thiacloprid,3.1,3.1
5427,OH,Thiacloprid,,18.0
5428,OH,Thiacloprid,,0.3
5429,OH,Thiacloprid,6.8,6.8
5430,OH,Thiacloprid,8.2,8.2
5431,OH,Thiacloprid,,7.8
5432,OH,Thiacloprid,,0.2
5433,OH,Thiacloprid,6.2,6.2
5434,OH,Thiacloprid,,0.3
5435,OH,Thiacloprid,,7.5
5436,OH,Thiacloprid,,12.3
5437,OH,Thiacloprid,,1.1
5438,OH,Thiacloprid,8.6,8.6
5439,OH,Thiacloprid,3.6,3.6
5440,OH,Thiacloprid,2.9,2.9
5441,OH,Thiacloprid,3.2,3.2
5442,OH,Thiacloprid,,0.3
5443,OH,Thiacloprid,12.6,12.6
5444,OH,Thiacloprid,,0.2
5445,OH,Thiacloprid,,0.3
5446,OH,Thiamethoxam,,17.1
5447,OH,Thiamethoxam,0.3,38.6
5448,OH,Thiamethoxam,1.6,80.9
5449,OH,Thiamethoxam,1.1,54.1
5450,OH,Thiamethoxam,0.2,0.2
5451,OH,Thiamethoxam,,1.7
5452,OH,Thiamethoxam,0.3,0.3
5453,OH,Thiamethoxam,,44.3
5454,OH,Thiamethoxam,,0.7
5455,OH,Thiamethoxam,0.3,0.3
5456,OH,Thiamethoxam,2.2,4.1
5457,OH,Thiamethoxam,1.7,3.1
5458,OH,Thiamethoxam,0.5,1.2
5459,OH,Thiamethoxam,,1.9
5460,OH,Thiamethoxam,0.0,43.4
5461,OH,Thiamethoxam,0.2,0.2
5462,OH,Thiamethoxam,0.2,187.2
5463,OH,Thiamethoxam,0.1,0.4
5464,OH,Thiamethoxam,0.0,2.7
5465,OH,Thiamethoxam,,36.0
5466,OH,Thiamethoxam,,30.3
5467,OH,Thiamethoxam,1.5,69.4
5468,OH,Thiamethoxam,,30.3
5469,OH,Thiamethoxam,,49.0
5470,OH,Thiamethoxam,,11.7
5471,OH,Thiamethoxam,2.3,38.4
5472,OH,Thiamethoxam,,3.5
5473,OH,Thiamethoxam,0.2,7.7
5474,OH,Thiamethoxam,0.2,1.4
5475,OH,Thiamethoxam,0.9,0.9
5476,OH,Thiamethoxam,,0.1
5477,OH,Thiamethoxam,0.5,58.1
5478,OH,Thiamethoxam,0.0,2.2
5479,OH,Thiamethoxam,0.2,0.2
5480,OH,Thiamethoxam,2.5,47.0
5481,OH,Thiamethoxam,,46.1
5482,OH,Thiamethoxam,0.9,0.9
5483,OH,Thiamethoxam,1.3,1.3
5484,OH,Thiamethoxam,5.8,204.1
5485,OH,Thiamethoxam,,3.6
5486,OH,Thiamethoxam,0.1,0.1
5487,OH,Thiamethoxam,,25.1
5488,OH,Thiamethoxam,0.1,1.7
5489,OH,Thiamethoxam,,0.8
5490,OH,Thiamethoxam,,34.7
5491,OH,Thiamethoxam,2.0,3.8
5492,OH,Thiamethoxam,3.6,111.4
5493,OH,Thiamethoxam,1.1,12.6
5494,OH,Thiamethoxam,,54.2
5495,OH,Thiamethoxam,0.1,33.5
5496,OH,Thiamethoxam,,48.3
5497,OH,Thiamethoxam,0.1,59.7
5498,OH,Thiamethoxam,0.4,0.4
5499,OH,Thiamethoxam,2.5,4.7
5500,OH,Thiamethoxam,0.0,1.5
5501,OH,Thiamethoxam,0.2,0.2
5502,OH,Thiamethoxam,,0.8
5503,OH,Thiamethoxam,1.0,1.0
5504,OH,Thiamethoxam,,30.5
5505,OH,Thiamethoxam,2.2,2.2
5506,OH,Thiamethoxam,0.3,0.3
5507,OH,Thiamethoxam,1.6,112.9
5508,OH,Thiamethoxam,,47.0
5509,OH,Thiamethoxam,0.3,0.3
5510,OH,Thiamethoxam,,49.8
5511,OH,Thiamethoxam,,6.2
5512,OH,Thiamethoxam,0.4,42.0
5513,OH,Thiamethoxam,,1.5
5514,OH,Thiamethoxam,0.5,54.4
5515,OH,Thiamethoxam,1.6,85.8
5516,OH,Thiamethoxam,0.1,28.1
5517,OH,Thiamethoxam,10.5,186.9
5518,OH,Thiamethoxam,,8.6
5519,OH,Thiamethoxam,2.8,249.3
5520,OH,Thiamethoxam,0.1,1.7
5521,OH,Thiamethoxam,0.1,53.0
5522,OH,Thiamethoxam,0.0,6.5
5523,OH,Thiamethoxam,0.0,48.6
5524,OH,Thiamethoxam,0.7,0.7
5525,OH,Thiamethoxam,,47.8
5526,OH,Thiamethoxam,2.5,54.2
5527,OH,Thiamethoxam,0.0,0.0
5528,OH,Thiamethoxam,,0.8
5529,OH,Thiamethoxam,0.6,0.6
5530,OH,Thiamethoxam,3.2,85.3
5531,OH,Thiamethoxam,2.0,37.0
5532,OH,Thiamethoxam,0.6,64.9
5533,OH,Thiamethoxam,2.0,197.5
5534,OK,Acetamiprid,,5.6
5535,OK,Acetamiprid,,1.1
5536,OK,Acetamiprid,0.0,0.0
5537,OK,Acetamiprid,,4.2
5538,OK,Acetamiprid,,1.5
5539,OK,Acetamiprid,0.7,0.7
5540,OK,Acetamiprid,,2.3
5541,OK,Acetamiprid,,0.9
5542,OK,Acetamiprid,,3.8
5543,OK,Acetamiprid,,0.2
5544,OK,Acetamiprid,2.9,2.9
5545,OK,Acetamiprid,,1.9
5546,OK,Acetamiprid,,0.9
5547,OK,Acetamiprid,,9.7
5548,OK,Acetamiprid,,18.0
5549,OK,Acetamiprid,,0.9
5550,OK,Acetamiprid,,3.1
5551,OK,Acetamiprid,,0.1
5552,OK,Acetamiprid,,1.1
5553,OK,Acetamiprid,0.7,0.7
5554,OK,Acetamiprid,,25.3
5555,OK,Acetamiprid,,8.5
5556,OK,Imidacloprid,,79.1
5557,OK,Imidacloprid,0.1,146.9
5558,OK,Imidacloprid,,5.6
5559,OK,Imidacloprid,103.4,125.6
5560,OK,Imidacloprid,88.7,152.6
5561,OK,Imidacloprid,0.3,254.4
5562,OK,Imidacloprid,29.4,44.9
5563,OK,Imidacloprid,22.0,24.1
5564,OK,Imidacloprid,,424.7
5565,OK,Imidacloprid,0.7,0.7
5566,OK,Imidacloprid,,3.9
5567,OK,Imidacloprid,10.1,10.1
5568,OK,Imidacloprid,4.0,28.2
5569,OK,Imidacloprid,0.0,1.6
5570,OK,Imidacloprid,16.3,49.7
5571,OK,Imidacloprid,6.3,17.9
5572,OK,Imidacloprid,,8.8
5573,OK,Imidacloprid,,82.3
5574,OK,Imidacloprid,137.9,265.6
5575,OK,Imidacloprid,,2.6
5576,OK,Imidacloprid,4.2,38.8
5577,OK,Imidacloprid,40.6,42.7
5578,OK,Imidacloprid,,118.5
5579,OK,Imidacloprid,0.1,344.8
5580,OK,Imidacloprid,29.2,78.3
5581,OK,Imidacloprid,,111.1
5582,OK,Imidacloprid,6.0,80.9
5583,OK,Imidacloprid,67.7,67.7
5584,OK,Imidacloprid,,0.0
5585,OK,Imidacloprid,,1.3
5586,OK,Imidacloprid,125.7,205.4
5587,OK,Imidacloprid,0.2,186.7
5588,OK,Imidacloprid,0.3,169.3
5589,OK,Imidacloprid,,131.5
5590,OK,Imidacloprid,12.9,91.2
5591,OK,Imidacloprid,21.8,114.7
5592,OK,Imidacloprid,,0.2
5593,OK,Imidacloprid,121.5,130.8
5594,OK,Imidacloprid,,152.3
5595,OK,Imidacloprid,19.2,25.8
5596,OK,Imidacloprid,0.0,13.0
5597,OK,Imidacloprid,0.8,17.4
5598,OK,Imidacloprid,,143.8
5599,OK,Imidacloprid,,0.5
5600,OK,Imidacloprid,,55.0
5601,OK,Imidacloprid,0.1,139.4
5602,OK,Imidacloprid,,3.4
5603,OK,Imidacloprid,,117.9
5604,OK,Imidacloprid,59.8,71.3
5605,OK,Imidacloprid,,14.7
5606,OK,Imidacloprid,,3.5
5607,OK,Imidacloprid,,7.8
5608,OK,Imidacloprid,,8.3
5609,OK,Imidacloprid,,2.0
5610,OK,Imidacloprid,,7.5
5611,OK,Imidacloprid,,17.6
5612,OK,Imidacloprid,,4.2
5613,OK,Imidacloprid,7.2,19.4
5614,OK,Imidacloprid,,0.9
5615,OK,Imidacloprid,0.1,288.7
5616,OK,Imidacloprid,,123.5
5617,OK,Imidacloprid,,0.2
5618,OK,Imidacloprid,21.4,21.5
5619,OK,Imidacloprid,,2.7
5620,OK,Imidacloprid,,116.4
5621,OK,Imidacloprid,,8.5
5622,OK,Imidacloprid,0.1,46.1
5623,OK,Imidacloprid,9.9,10.3
5624,OK,Imidacloprid,176.5,274.7
5625,OK,Imidacloprid,1.9,4.4
5626,OK,Imidacloprid,,25.4
5627,OK,Imidacloprid,,6.0
5628,OK,Imidacloprid,158.0,343.5
5629,OK,Imidacloprid,,57.7
5630,OK,Imidacloprid,,6.1
5631,OK,Thiamethoxam,,0.0
5632,OK,Thiamethoxam,,2.7
5633,OK,Thiamethoxam,,0.0
5634,OK,Thiamethoxam,,0.1
5635,OK,Thiamethoxam,,26.5
5636,OK,Thiamethoxam,,5.5
5637,OK,Thiamethoxam,0.0,0.6
5638,OK,Thiamethoxam,,36.2
5639,OK,Thiamethoxam,,12.7
5640,OK,Thiamethoxam,,0.0
5641,OK,Thiamethoxam,,0.0
5642,OK,Thiamethoxam,,0.6
5643,OK,Thiamethoxam,3.4,3.4
5644,OK,Thiamethoxam,,0.6
5645,OK,Thiamethoxam,,0.1
5646,OK,Thiamethoxam,,19.3
5647,OK,Thiamethoxam,,7.2
5648,OK,Thiamethoxam,3.3,13.0
5649,OK,Thiamethoxam,,2.1
5650,OK,Thiamethoxam,,18.3
5651,OK,Thiamethoxam,0.0,2.9
5652,OK,Thiamethoxam,,1.1
5653,OK,Thiamethoxam,13.8,13.8
5654,OK,Thiamethoxam,8.5,13.0
5655,OK,Thiamethoxam,,0.5
5656,OK,Thiamethoxam,,17.8
5657,OK,Thiamethoxam,9.3,14.2
5658,OK,Thiamethoxam,,7.2
5659,OK,Thiamethoxam,,81.0
5660,OK,Thiamethoxam,,0.0
5661,OK,Thiamethoxam,,0.6
5662,OK,Thiamethoxam,,149.7
5663,OK,Thiamethoxam,26.7,39.1
5664,OK,Thiamethoxam,,9.5
5665,OK,Thiamethoxam,,26.2
5666,OK,Thiamethoxam,,2.5
5667,OK,Thiamethoxam,,3.6
5668,OK,Thiamethoxam,,0.4
5669,OK,Thiamethoxam,,0.0
5670,OK,Thiamethoxam,,1.1
5671,OK,Thiamethoxam,,0.8
5672,OK,Thiamethoxam,,1.0
5673,OK,Thiamethoxam,,1.6
5674,OK,Thiamethoxam,1.4,5.1
5675,OK,Thiamethoxam,0.2,5.1
5676,OK,Thiamethoxam,,2.2
5677,OK,Thiamethoxam,0.5,4.4
5678,OK,Thiamethoxam,,0.1
5679,OK,Thiamethoxam,,0.3
5680,OK,Thiamethoxam,,0.8
5681,OK,Thiamethoxam,2.2,10.5
5682,OK,Thiamethoxam,0.3,19.7
5683,OK,Thiamethoxam,0.2,4.8
5684,OK,Thiamethoxam,,0.4
5685,OK,Thiamethoxam,,0.5
5686,OK,Thiamethoxam,,0.0
5687,OK,Thiamethoxam,,3.1
5688,OK,Thiamethoxam,,5.5
5689,OK,Thiamethoxam,6.0,9.0
5690,OK,Thiamethoxam,,2.7
5691,OK,Thiamethoxam,,3.2
5692,OK,Thiamethoxam,3.3,3.5
5693,OK,Thiamethoxam,,211.1
5694,OK,Thiamethoxam,7.3,10.1
5695,OK,Thiamethoxam,2.1,30.0
5696,OK,Thiamethoxam,7.5,14.1
5697,OK,Thiamethoxam,,40.7
5698,OK,Thiamethoxam,4.9,6.1
5699,OK,Thiamethoxam,3.2,3.3
5700,OR,Acetamiprid,0.9,1.1
5701,OR,Acetamiprid,1.1,2.1
5702,OR,Acetamiprid,2.3,3.4
5703,OR,Acetamiprid,0.0,0.0
5704,OR,Acetamiprid,0.7,0.8
5705,OR,Acetamiprid,0.2,0.2
5706,OR,Acetamiprid,0.0,0.0
5707,OR,Acetamiprid,0.4,0.4
5708,OR,Acetamiprid,0.5,0.5
5709,OR,Acetamiprid,5.3,5.3
5710,OR,Acetamiprid,0.2,0.3
5711,OR,Acetamiprid,0.0,0.0
5712,OR,Acetamiprid,0.0,0.0
5713,OR,Acetamiprid,19.0,26.9
5714,OR,Acetamiprid,261.3,261.3
5715,OR,Acetamiprid,0.0,0.0
5716,OR,Acetamiprid,2.1,2.1
5717,OR,Acetamiprid,0.1,0.1
5718,OR,Acetamiprid,3.1,3.1
5719,OR,Acetamiprid,4.3,6.1
5720,OR,Acetamiprid,0.4,0.5
5721,OR,Acetamiprid,3.0,5.4
5722,OR,Acetamiprid,6.0,6.0
5723,OR,Acetamiprid,10.8,30.4
5724,OR,Acetamiprid,0.4,0.5
5725,OR,Acetamiprid,0.9,1.1
5726,OR,Acetamiprid,1.3,39.4
5727,OR,Acetamiprid,0.2,0.2
5728,OR,Acetamiprid,0.0,0.0
5729,OR,Acetamiprid,10.2,73.6
5730,OR,Acetamiprid,1.3,1.3
5731,OR,Acetamiprid,0.4,0.6
5732,OR,Acetamiprid,0.6,44.0
5733,OR,Acetamiprid,3.3,7.3
5734,OR,Acetamiprid,0.0,0.0
5735,OR,Acetamiprid,2.8,26.2
5736,OR,Clothianidin,0.0,0.0
5737,OR,Clothianidin,0.0,0.0
5738,OR,Clothianidin,0.2,0.2
5739,OR,Clothianidin,0.0,0.0
5740,OR,Clothianidin,,0.0
5741,OR,Clothianidin,,0.0
5742,OR,Clothianidin,0.0,0.0
5743,OR,Clothianidin,,0.3
5744,OR,Clothianidin,0.1,0.1
5745,OR,Clothianidin,0.0,0.0
5746,OR,Clothianidin,42.2,42.2
5747,OR,Clothianidin,,18.8
5748,OR,Clothianidin,,0.1
5749,OR,Clothianidin,0.2,0.2
5750,OR,Clothianidin,0.0,0.0
5751,OR,Clothianidin,0.2,0.2
5752,OR,Clothianidin,0.0,0.0
5753,OR,Clothianidin,0.8,0.8
5754,OR,Clothianidin,0.5,0.5
5755,OR,Clothianidin,0.0,0.0
5756,OR,Clothianidin,0.0,0.0
5757,OR,Clothianidin,0.2,0.2
5758,OR,Clothianidin,0.0,0.0
5759,OR,Clothianidin,0.6,0.6
5760,OR,Clothianidin,0.0,0.0
5761,OR,Clothianidin,0.1,0.1
5762,OR,Clothianidin,1.0,1.0
5763,OR,Clothianidin,0.1,0.1
5764,OR,Clothianidin,0.1,0.1
5765,OR,Imidacloprid,306.8,307.1
5766,OR,Imidacloprid,2.9,7.9
5767,OR,Imidacloprid,14.3,19.8
5768,OR,Imidacloprid,,0.2
5769,OR,Imidacloprid,0.9,2.5
5770,OR,Imidacloprid,1.1,1.1
5771,OR,Imidacloprid,3.1,3.1
5772,OR,Imidacloprid,1.5,1.5
5773,OR,Imidacloprid,3.2,3.2
5774,OR,Imidacloprid,79.8,80.2
5775,OR,Imidacloprid,1.1,3.0
5776,OR,Imidacloprid,0.5,0.5
5777,OR,Imidacloprid,0.0,0.0
5778,OR,Imidacloprid,163.5,326.9
5779,OR,Imidacloprid,436.8,436.9
5780,OR,Imidacloprid,6.7,6.7
5781,OR,Imidacloprid,37.9,38.0
5782,OR,Imidacloprid,598.0,598.0
5783,OR,Imidacloprid,4.5,4.5
5784,OR,Imidacloprid,12.2,25.1
5785,OR,Imidacloprid,0.7,1.4
5786,OR,Imidacloprid,8.9,19.2
5787,OR,Imidacloprid,256.7,256.7
5788,OR,Imidacloprid,38.6,98.2
5789,OR,Imidacloprid,101.8,143.1
5790,OR,Imidacloprid,1.4,10.5
5791,OR,Imidacloprid,5.1,107.0
5792,OR,Imidacloprid,6.7,8.1
5793,OR,Imidacloprid,0.1,0.1
5794,OR,Imidacloprid,764.6,884.3
5795,OR,Imidacloprid,53.1,53.2
5796,OR,Imidacloprid,2.9,3.4
5797,OR,Imidacloprid,837.4,842.8
5798,OR,Imidacloprid,10.6,33.6
5799,OR,Imidacloprid,0.0,0.0
5800,OR,Imidacloprid,18.5,83.5
5801,OR,Thiacloprid,0.0,0.0
5802,OR,Thiacloprid,0.8,0.8
5803,OR,Thiacloprid,0.7,0.7
5804,OR,Thiacloprid,0.0,0.0
5805,OR,Thiacloprid,0.4,0.4
5806,OR,Thiacloprid,0.1,0.1
5807,OR,Thiacloprid,0.0,0.0
5808,OR,Thiacloprid,0.1,0.1
5809,OR,Thiacloprid,0.0,0.0
5810,OR,Thiacloprid,0.4,0.4
5811,OR,Thiacloprid,,0.1
5812,OR,Thiacloprid,0.0,0.0
5813,OR,Thiacloprid,0.0,0.0
5814,OR,Thiacloprid,,14.5
5815,OR,Thiacloprid,0.4,0.4
5816,OR,Thiacloprid,0.0,0.0
5817,OR,Thiacloprid,0.2,0.2
5818,OR,Thiacloprid,0.1,0.1
5819,OR,Thiacloprid,0.0,0.0
5820,OR,Thiacloprid,2.7,2.7
